source_record_id,name,brand,category_source,category,lat,lon,address,city,state,zip,phone,website,date_refreshed,date_closed,observed_at,run_id,props
00000699f4ae4f853c03541c,Sunoco,,Travel and Transportation > Fuel Station,fuel_station,30.04062369394811,-85.1840707859555,110 County Road 381,Wewahitchka,FL,32465,(850) 639-5311,http://www.sunoco.com,2021-08-25,,2021-08-25 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""FL"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
0000127818a4483343ab3cc3,La Vista Motel,,Travel and Transportation > Lodging > Motel,motel,33.9636852712265,-118.42285486849622,8035 Lincoln Blvd,Los Angeles,CA,90045,(310) 670-0224,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CA"", ""matched_labels"": [""Travel and Transportation > Lodging > Hotel"", ""Travel and Transportation > Lodging > Motel""]}"
0000309573ac4827f43fdfff,Oregon RV Outlet,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,42.492114493065245,-123.36396917911698,4874 S Monument Dr,Grants Pass,OR,97526,(541) 955-9759,http://www.oregonrvoutlet.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""OR"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
00003bb0920c4cd0292d0762,ATM,,Business and Professional Services > Financial Service > Banking and Finance > ATM,atm_bank,40.31406825558152,-85.50034078638863,100 E Elm St,Gaston,IN,47342,,http://star.com,2012-03-20,,2012-03-20 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""IN"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > ATM""]}"
0000402fa03c49729e84084e,Anchorage Downtown Bed & Breakfast At Raspberry Meadows,,Travel and Transportation > Lodging > Hotel,hotel,61.20996448665241,-149.90990774747576,1401 W 13th Ave,Anchorage,AK,99501,(907) 278-9275,http://www.anchoragedowntown.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""AK"", ""matched_labels"": [""Travel and Transportation > Lodging > Hotel""]}"
000053302f52475959a23d11,Sandys Place,,Dining and Drinking > Restaurant,restaurant,37.29128603056857,-79.9090634483117,2404 Orange Ave NE # NE-6223,Roanoke,VA,24012,(540) 345-6900,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""VA"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
00008a4f995620514ba46dd8,Love's Truck Care,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,41.141018429826715,-84.85025384908145,5959 N State Road 101,Woodburn,IN,46797,(260) 632-0318,,2022-12-17,,2022-12-17 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""IN"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0000ae348e964beb9bd70960,Mirror Glow Custom Auto Repair & Detailing,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,38.84823200318918,-76.86723480005227,8065 Cryden Way,District Heights,MD,20747,(301) 735-7000,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MD"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0000b6791b854f1e5e46e510,Piggly Wiggly,,Retail > Food and Beverage Retail > Grocery Store,grocery,31.986595305981982,-81.2147292819612,821 King George Blvd Ste 1,Savannah,GA,31419,(912) 927-2779,https://www.pigglywiggly.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""GA"", ""matched_labels"": [""Retail > Food and Beverage Retail > Grocery Store""]}"
0000bfe3fd74457219fe16be,Frane's Auto Recycling,,Business and Professional Services > Automotive Service > Towing Service,towing,33.413891935847886,-111.83703913559867,44 S Robson,Mesa,AZ,85210,(480) 420-0887,http://www.cashformyjunkcarremoval.com,2015-04-01,,2015-04-01 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""AZ"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Towing Service""]}"
0000d17223aa4c92ee60fc67,The Small Car Shop,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,36.760635160333,-119.74731556562101,1350 N Jackson Ave,Fresno,CA,93703,(559) 251-8268,http://www.thesmallcarshop.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0000d4588526435e8e3ad45c,Associated Bank,,Business and Professional Services > Financial Service > Banking and Finance > Bank,atm_bank,34.051607819242506,-117.30969625134131,1035 S Mount Vernon Ave,Colton,CA,92324,,https://www.associatedbank.com,2020-04-27,,2020-04-27 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CA"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > Bank""]}"
0000d6a1ef1543c8e98dce00,Lugos Auto Mechanic,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,33.454029875879165,-112.04798794187226,430 N 16th St,Phoenix,AZ,85006,(602) 703-1065,,2014-10-16,,2014-10-16 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""AZ"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0000e363f00a445183a38eb5,Hampden Auto Body,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,42.058360105360634,-72.4301009534971,224 Main St,Hampden,MA,01036,(413) 566-5331,https://denverautobodyrepair.net,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0000ec60de3d404f9ab7c28b,Fowblesburg Motors,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,39.54402126758002,-76.83734490963333,15229 Hanover Pike,Upperco,MD,21155,(410) 429-2900,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MD"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0000f1ae8d114d45277a506b,Gerald's Automotive,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,33.01354806364421,-94.72003264019281,1500 Linda Dr,Daingerfield,TX,75638,(903) 645-2388,https://www.geraldnissan.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""TX"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
000104b27fab407ffef67b4c,Harmon Auto Glass,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,44.07883201514122,-92.5052580462991,5335 E Frontage Rd NW Ste 3,Rochester,MN,55901,(507) 288-3146,http://www.harmonautoglassmn.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MN"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Retail > Automotive Retail > Car Parts and Accessories""]}"
000105b47745428451071e1f,ATM,,Business and Professional Services > Financial Service > Banking and Finance > ATM,atm_bank,42.995203963194164,-71.46059479120632,90 Bridge St,Manchester,NH,03101,,https://www.star.com,2012-03-20,,2012-03-20 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NH"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > ATM""]}"
0001135945cf4c02b80ae6de,Cenex,,Travel and Transportation > Fuel Station,fuel_station,36.40503054726804,-97.85388136232973,1601 E Chestnut Ave,Enid,OK,73701,(580) 233-6094,https://www.cenex.com,2015-04-03,,2015-04-03 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""OK"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
000119f6727e43f3ad1bfa01,St George's Getty,,Travel and Transportation > Fuel Station,fuel_station,39.764611990043676,-75.70384943689396,105 Hockessin Dr,Hockessin,DE,19707,(302) 235-2228,http://getty.com,2012-10-09,,2012-10-09 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""DE"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
00012ad4c7c547e1bbb0e367,C-Check,,Travel and Transportation > Fuel Station,fuel_station,34.526663324863534,-77.43549185856698,989 Old Folkstone Rd,Sneads Ferry,NC,28460,(910) 327-2322,http://bp.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NC"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
00012d591ceb49f35df38a62,Dan's Service Center,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,41.73233065464905,-85.97447281379003,111 Alt Dr,Elkhart,IN,46514,(574) 262-4638,http://www.dans-hitch.com,2024-08-28,,2024-08-28 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""IN"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
00014df6b15a4bf29fa772e9,Asian Supermarket,,Retail > Food and Beverage Retail > Grocery Store,grocery,32.343288082935125,-86.22266481824208,5022 Vaughn Rd,Montgomery,AL,36116,(334) 546-8392,https://asian-supermarket-grocery-store.business.site/?m=true&cachebuster=1623112838,2018-12-07,,2018-12-07 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""AL"", ""matched_labels"": [""Retail > Food and Beverage Retail > Grocery Store""]}"
00015c9d976447c77341f581,Casa Encantada,,Travel and Transportation > Lodging > Hotel,hotel,38.858100046090584,-107.85810472417008,26876 Redlands Mesa Rd,Hotchkiss,CO,81419,(970) 835-3658,http://www.casaencantadabb.com,2013-04-24,,2013-04-24 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CO"", ""matched_labels"": [""Travel and Transportation > Lodging > Hotel""]}"
0001611b68f246573a785da6,Island Auto Glass,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,47.22323561471459,-122.47291110936645,3735 S Pine St,Tacoma,WA,98409,(253) 229-9775,,2015-01-16,,2015-01-16 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""WA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
0001669ec2ea45568f6b8a45,Super Tints & Prints,,Retail > Automotive Retail > Car Parts and Accessories,auto_parts,33.434827,-94.056154,1023 New Boston Rd,Texarkana,TX,75501,(903) 793-8106,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""TX"", ""matched_labels"": [""Retail > Automotive Retail > Car Parts and Accessories""]}"
00017a11a9064c1cc9aed7d5,Mardi Gras Cafe,,Dining and Drinking > Restaurant,restaurant,33.77653682391929,-117.87045917466283,2800 N Main St Unit 932,Santa Ana,CA,92705,(714) 285-1028,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""CA"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
00018c0abc53442432b3433e,Suffron Glass Co.,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,38.611939665194214,-95.26984062737391,425 S Walnut St,Ottawa,KS,66067,(785) 242-2515,https://suffronglassco.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""KS"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
00019d27d93641ac6b77bb94,BP,,Travel and Transportation > Fuel Station,fuel_station,32.40747845359297,-91.1883280597907,114 S Chestnut St,Tallulah,LA,71282,(318) 574-3477,http://www.bp.com,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""LA"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
0001b258e9239e51f2087785,Upmc for You,,Health and Medicine > Hospital,medical,40.44134958766926,-79.99478771192719,600 Grant St,Pittsburgh,PA,15219,(800) 286-4242,http://www.upmchealthplan.com,2022-03-18,,2022-03-18 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""PA"", ""matched_labels"": [""Health and Medicine > Hospital""]}"
0001c4abd9fe4ca91d9a306a,Linzmeier Market,,Dining and Drinking > Restaurant,restaurant,44.635646458950525,-88.28301440806433,W865 Main Laney Dr,Pulaski,WI,54162,(920) 660-1128,http://www.linzmeiermarket.com,2016-06-27,,2016-06-27 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""WI"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
0001dfde3dd6b640539d73c4,Chase Bank,,Business and Professional Services > Financial Service > Banking and Finance > Bank,atm_bank,42.090574,-83.698649,541 W Main St,Milan,MI,48160,(800) 935-9935,http://www.chase.com,2023-03-01,,2023-03-01 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MI"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > Bank""]}"
0001ef9cb4c14464b1220faf,US Bank ATM,,Business and Professional Services > Financial Service > Banking and Finance > ATM,atm_bank,43.104826448818656,-88.34512443748349,160 E Capitol Dr,Hartland,WI,53029,(262) 369-2120,http://www.usbank.com,2012-03-20,,2012-03-20 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""WI"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > ATM""]}"
000235abed6a48381e5d6590,Hot Spot,,Travel and Transportation > Fuel Station,fuel_station,34.13200354653697,-79.93851081971772,112 E Smith St,Timmonsville,SC,29161,(843) 420-5212,https://hotspotcstore.com,2012-02-03,,2012-02-03 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""SC"", ""matched_labels"": [""Travel and Transportation > Fuel Station""]}"
0002392529da4073d6be0b8a,It's Just Wings,,Dining and Drinking > Restaurant > Fast Food Restaurant,fast_food,42.70496210215627,-71.44202579578598,285 Daniel Webster Hwy,Nashua,NH,03060,(469) 480-1021,https://locations.itsjustwings.com/nh/nashua/nashua-its-just-wings,2022-02-24,,2022-02-24 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NH"", ""matched_labels"": [""Dining and Drinking > Restaurant > Fast Food Restaurant""]}"
000240a63af44e61abd36843,Garcia Garage,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,39.838117992057306,-75.74453805377173,293 Chambers Rd,Toughkenamon,PA,19374,(484) 732-8227,,2015-03-12,,2015-03-12 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""PA"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
000253e38a42404a18e1a4ff,Mommas Place,,Dining and Drinking > Restaurant,restaurant,31.438678152797223,-90.45267844430258,434 Monticello St,Bogue Chitto,MS,39629,(601) 990-2137,,2014-10-23,,2014-10-23 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""MS"", ""matched_labels"": [""Dining and Drinking > Restaurant""]}"
0002551f8173493df423709d,Fleetcare,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,37.11213666402655,-113.55867538416987,1141 E Highland Dr,Saint George,UT,84770,(435) 628-0494,https://www.fleetcare.info,2020-03-04,,2020-03-04 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""UT"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop""]}"
00025a37dabc47c4149a7ffd,Competition Transmission & Automotive Repair,,Business and Professional Services > Automotive Service > Automotive Repair Shop,auto_repair,34.97472579743176,-81.05720384708646,2500 Ebenezer Rd Ste 105,Rock Hill,SC,29732,(803) 393-4411,http://www.competition-transmission.webs.com,2015-07-03,,2015-07-03 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""SC"", ""matched_labels"": [""Business and Professional Services > Automotive Service > Automotive Repair Shop"", ""Business and Professional Services > Automotive Service > Transmissions Shop""]}"
00025a41f8784f61b8ba0316,Sevco Holding,,Business and Professional Services > Financial Service > Banking and Finance > Bank,atm_bank,40.67830244123114,-73.83269508173915,10602 Rockaway Blvd Apt 2,Ozone Park,NY,11417,(718) 843-6102,,2012-05-21,,2012-05-21 00:00:00+00,8419,"{""mirror"": false, ""release"": ""2025-02-06"", ""region_raw"": ""NY"", ""matched_labels"": [""Business and Professional Services > Financial Service > Banking and Finance > Bank""]}"
