osm_id,name,state,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props
node/10035249117,,,POINT(-81.4514771 28.3986962),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10036442117,,,POINT(-81.4515292 28.3986959),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10047757617,,,POINT(-81.4512435 28.3984941),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10050041147,,,POINT(-95.2849622 32.8311954),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""source"": ""survey"", ""highway"": ""rest_area"", ""wheelchair"": ""yes""}"
node/1016223273,(historical)Cow Creek Safety Rest Area SB,,POINT(-123.3531764 42.7576109),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""(historical)Cow Creek Safety Rest Area SB"", ""highway"": ""rest_area"", ""toilets"": ""no""}"
node/10168032861,,,POINT(-110.9965713 43.0761802),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10173697400,,,POINT(-75.7742547 44.3505792),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10281487882,US-95 Winchester Rest Area,,POINT(-116.5827828 46.2398719),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""US-95 Winchester Rest Area"", ""highway"": ""rest_area""}"
node/10294709195,Pilot Travel Center,NC,POINT(-78.7497928 35.1219494),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Pilot Travel Center"", ""brand"": ""Pilot"", ""phone"": ""+1-910-485-6233"", ""highway"": ""services"", ""addr:city"": ""Wade"", ""addr:state"": ""NC"", ""addr:street"": ""Goldsboro Road"", ""addr:postcode"": ""28395"", ""brand:wikidata"": ""Q64128179"", ""addr:housenumber"": ""3939""}"
node/105212048,,,POINT(-75.474949 39.688206),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""toilets"": ""yes""}"
node/10702948468,Dos Amigos Vista Point,,POINT(-120.8277453 36.9187243),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Dos Amigos Vista Point"", ""highway"": ""rest_area""}"
node/10719266160,,,POINT(-78.2623743 34.8524715),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""opening_hours"": ""Temporarily Closed""}"
node/10804544243,,,POINT(-105.9195264 34.5981376),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10822299114,,,POINT(-107.9807341 36.7062296),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services""}"
node/10837557241,,,POINT(-105.410472 35.3966128),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""toilets"": ""no""}"
node/10837557242,,,POINT(-105.408452 35.3976969),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10837557268,,,POINT(-105.0451008 35.7333946),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services""}"
node/10837557269,,,POINT(-105.0458096 35.7341218),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services""}"
node/10837557302,,,POINT(-104.8792931 35.8652535),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services""}"
node/10837559106,,,POINT(-104.8588835 35.8778149),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services""}"
node/10859125383,Casey's Truck Stop,,POINT(-93.5730655 41.6785212),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""hgv"": ""yes"", ""name"": ""Casey's Truck Stop"", ""brand"": ""Casey's"", ""highway"": ""services"", ""brand:wikidata"": ""Q2940968""}"
node/10866032631,,,POINT(-93.5440483 45.1742843),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/10935514379,Trona Highway Rest Stop,,POINT(-117.3772437 35.757681),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Trona Highway Rest Stop"", ""highway"": ""rest_area""}"
node/10958539487,,,POINT(-80.7462057 36.5595788),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""wheelchair"": ""yes""}"
node/10961529644,WTU Electric Service Yard,,POINT(-101.4626347 31.192688),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""WTU Electric Service Yard"", ""highway"": ""services"", ""operator"": ""WTU""}"
node/10961529646,"Gran Lago Services, LLC",,POINT(-101.4670527 31.1883229),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Gran Lago Services, LLC"", ""highway"": ""services""}"
node/10961529650,C&D Olfield Services,,POINT(-101.4670183 31.1837927),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""C&D Olfield Services"", ""highway"": ""services""}"
node/10961602172,,,POINT(-101.4261075 31.187106),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""operator"": ""Reagan County""}"
node/10989788925,Pilot Travel Center,,POINT(-82.1688321 29.8142663),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Pilot Travel Center"", ""brand"": ""Pilot"", ""highway"": ""services"", ""brand:wikidata"": ""Q64128179""}"
node/1102889047,I-65 Rest Stop (northbound),,POINT(-87.2710029 41.1652153),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""I-65 Rest Stop (northbound)"", ""amenity"": ""toilets"", ""highway"": ""rest_area"", ""tourism"": ""information""}"
node/1102889048,I-65 Rest Stop (southbound),,POINT(-87.2748162 41.1666245),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""I-65 Rest Stop (southbound)"", ""amenity"": ""toilets"", ""highway"": ""rest_area"", ""tourism"": ""information""}"
node/11104004939,Rocky Mountain Truck Centers,,POINT(-111.6179689 35.1917551),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Rocky Mountain Truck Centers"", ""highway"": ""services"", ""website"": ""https://247breakdown.com""}"
node/11107011405,,,POINT(-92.4483764 32.529669),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/1114457072,,,POINT(-73.7220887 41.5465961),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""amenity"": ""toilets"", ""highway"": ""rest_area"", ""toilets"": ""yes""}"
node/11151264792,,,POINT(-80.5924308 38.9122822),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11186759301,Interstate 26 East Rest Area,,POINT(-81.0235887 33.8387724),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Interstate 26 East Rest Area"", ""highway"": ""rest_area"", ""opening_hours"": ""24/7""}"
node/11186759302,Interstate 26 West Rest Area,,POINT(-81.0223178 33.8391859),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Interstate 26 West Rest Area"", ""highway"": ""rest_area"", ""opening_hours"": ""24/7""}"
node/11236993090,Walmart Parking Lot,UT,POINT(-111.7550955 40.0290548),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""fee"": ""no"", ""name"": ""Walmart Parking Lot"", ""tents"": ""no"", ""access"": ""permissive"", ""camping"": ""yes"", ""highway"": ""rest_area"", ""maxstay"": ""48 hours"", ""toilets"": ""yes"", ""caravans"": ""yes"", ""operator"": ""Walmart"", ""addr:city"": ""Payson"", ""addr:state"": ""UT"", ""addr:street"": ""Turf Farm Road"", ""description"": ""Walmart, Payson, Utah parking lot.  RVs allowed to park overnight for up to 48 hours."", ""addr:country"": ""US"", ""addr:postcode"": ""84651"", ""large_vehicles"": ""yes"", ""addr:housenumber"": ""1052""}"
node/1124534112,Bogard Rest Area,,POINT(-121.13094 40.62283),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""ref"": ""CA 44"", ""name"": ""Bogard Rest Area"", ""source"": ""http://www.dot.ca.gov/hq/tsip/gis/datalibrary/gisdatalibrary.html"", ""highway"": ""rest_area"", ""toilets"": ""yes"", ""vending"": ""yes"", ""pet_area"": ""yes"", ""telephone"": ""no"", ""sanitation"": ""no"", ""addr:county"": ""Lassen"", ""attribution"": ""Caltrans"", ""description"": ""28 mi. N.W. of Susanville"", ""picnic_table"": ""yes"", ""drinking_water"": ""yes"", ""caltrans:district"": ""2"", ""handicapped_accessible"": ""yes""}"
node/11328517907,Cushetunk Rest Area,,POINT(-74.7409421 40.6171063),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Cushetunk Rest Area"", ""highway"": ""rest_area"", ""operator"": ""NJDOT""}"
node/1133965407,Clear Creek Welcome Center,,POINT(-87.5020728 39.4419304),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Clear Creek Welcome Center"", ""phone"": ""+1-812-533-1757"", ""amenity"": ""toilets"", ""highway"": ""rest_area"", ""tourism"": ""information"", ""website"": ""https://www.in.gov/indot/div/projects/restarea/details.htm?SITE=20""}"
node/1134183774,Skeeter Mountain Rest Area (Westbound),,POINT(-87.9885738 38.2319185),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Skeeter Mountain Rest Area (Westbound)"", ""amenity"": ""toilets"", ""highway"": ""rest_area"", ""tourism"": ""information""}"
node/11375468524,Eastbound Rest Area & DOT Scale,,POINT(-113.4095015 42.5049203),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Eastbound Rest Area & DOT Scale"", ""highway"": ""rest_area""}"
node/11375472480,Westbound Rest Area & DOT Scale,,POINT(-113.4076708 42.5050071),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Westbound Rest Area & DOT Scale"", ""highway"": ""rest_area"", ""toilets"": ""yes""}"
node/11417332164,LIMWA Zone Area,,POINT(-80.9534995 32.0236106),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""LIMWA Zone Area"", ""highway"": ""services""}"
node/11417332165,LIMWA Zone Area,,POINT(-80.953773 32.0238107),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""LIMWA Zone Area"", ""highway"": ""services""}"
node/11417332166,LIMWA Zone Area,,POINT(-80.954585 32.0241242),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""LIMWA Zone Area"", ""highway"": ""services""}"
node/11417332167,LIMWA Zone Area (Nick Batey's House),,POINT(-80.9547273 32.0243086),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""LIMWA Zone Area (Nick Batey's House)"", ""highway"": ""services""}"
node/11417332168,LIMWA Zone Area,,POINT(-80.9550037 32.0242982),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""LIMWA Zone Area"", ""highway"": ""services""}"
node/1151993288,Ahmed's Exxon,,POINT(-120.2626747 37.1164696),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Ahmed's Exxon"", ""phone"": ""+1 559-665-4146"", ""route"": ""99"", ""source"": ""http://www.dot.ca.gov/hq/tsip/gis/datalibrary/gisdatalibrary.html"", ""highway"": ""services"", ""landuse"": ""commercial"", ""addr:city"": ""Chowchilla"", ""addr:county"": ""Madera"", ""addr:street"": ""18208 Avenue 24"", ""attribution"": ""Caltrans"", ""description"": ""Hwy 99 at Ave 24"", ""addr:postcode"": ""93610""}"
node/11598648173,Love's Travel Stop,,POINT(-89.6868979 30.4674428),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""hgv"": ""yes"", ""ref"": ""860"", ""name"": ""Love's Travel Stop"", ""brand"": ""Love's"", ""phone"": ""+1 769-717-5068"", ""highway"": ""services"", ""toilets"": ""yes"", ""website"": ""https://www.loves.com/locations/ms/picayune/loves-travel-stop-picayune-860"", ""brand:wikidata"": ""Q1872496""}"
node/11660007093,Northern Hills Rest Area,,POINT(-104.0342887 44.5452067),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""bin"": ""yes"", ""name"": ""Northern Hills Rest Area"", ""highway"": ""rest_area"", ""toilets"": ""yes"", ""picnic_table"": ""yes""}"
node/11670314169,,,POINT(-114.5007356 33.604939),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11670323769,Wiley's Well Rest Area,,POINT(-114.9007003 33.6096623),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""area"": ""yes"", ""name"": ""Wiley's Well Rest Area"", ""route"": ""10"", ""source"": ""http://www.dot.ca.gov/hq/tsip/gis/datalibrary/gisdatalibrary.html"", ""highway"": ""rest_area"", ""toilets"": ""yes"", ""vending"": ""yes"", ""pet_area"": ""yes"", ""telephone"": ""yes"", ""sanitation"": ""yes"", ""addr:county"": ""Riverside"", ""attribution"": ""Caltrans"", ""description"": ""15 mi. W. of Blythe"", ""picnic_table"": ""yes"", ""drinking_water"": ""yes"", ""caltrans:district"": ""8"", ""handicapped_accessible"": ""yes""}"
node/11687476874,Love's Travel Stop,,POINT(-119.0821517 46.2642938),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""hgv"": ""yes"", ""ref"": ""811"", ""name"": ""Love's Travel Stop"", ""brand"": ""Love's"", ""phone"": ""+1 509-412-6432"", ""highway"": ""services"", ""website"": ""https://www.loves.com/locations/wa/pasco/loves-travel-stop-pasco-811"", ""brand:wikidata"": ""Q1872496""}"
node/11702376137,,,POINT(-119.6688286 37.0174356),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11815975064,,,POINT(-108.1885949 42.5445059),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11818052026,,,POINT(-107.6612739 38.0022813),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11826313494,Trailers Plus Salt Lake City,,POINT(-111.7858748 40.3656276),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Trailers Plus Salt Lake City"", ""phone"": ""+1801-290-8497"", ""highway"": ""services"", ""website"": ""https://www.trailersplus.com/Utah/Salt_Lake/"", ""addr:street"": ""500 E"", ""addr:housenumber"": ""576 S""}"
node/11877240456,,,POINT(-84.7483489 43.8120961),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services""}"
node/11923632928,,,POINT(-82.7151415 28.1212719),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area:outdoor"": ""yes""}"
node/11926712000,,,POINT(-82.7488224 28.1521839),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area"": ""yes"", ""government"": ""education""}"
node/11926712004,,,POINT(-82.7360647 28.1714243),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area:outdoor"": ""yes""}"
node/11926910368,,,POINT(-82.6957674 28.0920031),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11926937470,,,POINT(-82.7042998 28.0708673),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11926937478,,,POINT(-82.6997837 28.0844485),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""leisure"": ""swimming_pool""}"
node/11926937480,,,POINT(-82.7485767 28.1715987),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11926937490,,,POINT(-82.7204838 28.0756926),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11926989896,,,POINT(-82.6994794 28.0885495),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11927029521,,,POINT(-82.7508663 28.1396241),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area"": ""yes"", ""kids_area:outdoor"": ""yes""}"
node/11927029523,,,POINT(-82.7503083 28.1384733),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area"": ""yes"", ""kids_area:outdoor"": ""yes""}"
node/11927080749,,,POINT(-82.744328 28.1375763),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area""}"
node/11942238397,,,POINT(-82.7498703 28.1381934),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area:outdoor"": ""yes""}"
node/11943101144,,,POINT(-82.6959553 28.0996979),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""kids_area"": ""yes""}"
node/11990882289,,,POINT(-106.8045457 35.5549429),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""rest_area"", ""toilets"": ""no""}"
node/12001147629,,,POINT(-72.0124241 41.3261786),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""noexit"": ""yes"", ""highway"": ""services"", ""turning_circle"": ""circle""}"
node/12081897113,Necs,IN,POINT(-86.9428392 38.4232228),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Necs"", ""highway"": ""services"", ""website"": ""https://www.necssolutions.com/"", ""addr:city"": ""Jasper"", ""addr:state"": ""IN"", ""addr:street"": ""West 36th Street"", ""addr:postcode"": ""47546"", ""addr:housenumber"": ""550""}"
node/12124860935,,TX,POINT(-103.4941954 31.4222256),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""highway"": ""services"", ""addr:city"": ""Pecos"", ""addr:state"": ""TX"", ""addr:street"": ""South Oak Street"", ""addr:postcode"": ""79722"", ""addr:housenumber"": ""601""}"
node/12124862407,Topeka Fleet Garage,,POINT(-95.6662584 39.0580954),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Topeka Fleet Garage"", ""highway"": ""services""}"
node/12138081169,Aspen Rest Stop,,POINT(-112.8551947 45.4211653),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Aspen Rest Stop"", ""highway"": ""rest_area""}"
node/12166251665,White River Rest Area - Eastbound,,POINT(-91.4685162 34.8362145),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""White River Rest Area - Eastbound"", ""highway"": ""rest_area"", ""website"": ""https://www.arkansasrestareas.com/ar-interstate-i40-arkansas-white-river-rest-area-eastbound-mile-marker-199/"", ""description"": ""Rest Area Facilities - Separate Truck and Passenger Vehicle Parking, Restrooms""}"
node/12166251666,White River Rest Area - Westbound,,POINT(-91.4685814 34.8376897),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""White River Rest Area - Westbound"", ""highway"": ""rest_area"", ""description"": ""Rest Area Facilities - Separate Truck and Passenger Vehicle Parking, Restrooms""}"
node/12166267522,Gurdon Rest Area - Westbound,,POINT(-93.2502589 33.9394438),osm_pois,981,2026-07-22 20:25:30.476626+00,2026-07-21 20:21:50+00,,,,,,{},"{""name"": ""Gurdon Rest Area - Westbound"", ""highway"": ""rest_area"", ""website"": ""https://www.arkansasrestareas.com/ar-interstate-i30-arkansas-gurdon-rest-area-westbound-mile-marker-56/"", ""description"": ""Rest Area Facilities - Separate Truck and Passenger Vehicle Parking, Picnic Tables, Water, Restrooms""}"
