shop_id,name,category_src,category,brand,lat,lon,geom,address,city,state,zip,phone,website,email,socials,src_confidence,n_sources,source_names,route_id,route_ref,route_name,route_dist_m,on_route_5km,gmaps_url,phone_valid,phone_state_ok,coord_ok,cluster_dup,spam_flag,verification_status,confidence,flags,observed_at,props,source_orgs,n_independent,licence_verified,licence_id,licence_state,licence_expiry,licence_expired,licence_rule,opening_hours,open_24h,hours_source,chain_brand,osm_match_id,osm_match_m,last_seen_at,last_seen_src,liveness,live_state,live_presence,live_sources,live_corrob,live_reasons
0009f925-4c42-4d96-a079-6a04b0996fbc,David Whitt Truck Repair,truck_repair,Truck repair,,35.34555435180664,-94.42825317382812,POINT(-94.42825317382812 35.34555435180664),4000 Wheeler Ave,Fort Smith,AR,72901-6651,+14796481551,,,{https://www.facebook.com/2027074597524362},0.9199122190475464,3,"{Overture,Overture-signals,meta}",254427,U 71,U 71,530,t,"https://www.google.com/maps/search/?api=1&query=35.34555435180664,-94.42825317382812",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
001d6c5c-d430-4d90-9041-e78fba385cb7,United Diesel Repair,truck_repair,Truck repair,,27.36745262145996,-82.5286865234375,POINT(-82.5286865234375 27.36745262145996),2001 Myrtle St,Sarasota,FL,34234-4909,+19413041300,https://dieselrepairsrq.com/,,{https://www.facebook.com/111513576894587},0.9902192950248718,3,"{Overture,Overture-signals,meta}",185980,I 75,I 75,8191,f,"https://www.google.com/maps/search/?api=1&query=27.36745262145996,-82.5286865234375",t,t,t,f,f,probable,79,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
002a1b69-91b4-4041-ae12-dfd65b9c9f13,Truckwise Services LLC,truck_repair,Truck repair,,38.34809112548828,-98.21526336669922,POINT(-98.21526336669922 38.34809112548828),1001 W Main St,Lyons,KS,67554-2425,+16208334477,http://Truckwiseconsulting.com/,service@truckwiseconsulting.com,{https://www.facebook.com/455230630996435},0.9199122190475464,3,"{Overture,Overture-signals,meta}",226846,U 56,U 56,35,t,"https://www.google.com/maps/search/?api=1&query=38.34809112548828,-98.21526336669922",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
002c5f8c-bd9c-47e9-91c5-690912a41d1f,B & K Truck Accessories,truck_repair,Truck repair,,37.13468551635742,-80.36893463134766,POINT(-80.36893463134766 37.13468551635742),2135 Roanoke St,Christiansburg,VA,24073-2511,+15403943330,http://www.bktruckaccessories.com/,bktrucks@verizon.net,{https://www.facebook.com/157759440921282},0.9199122190475464,3,"{Overture,Overture-signals,meta}",410467,U 460,U 460,421,t,"https://www.google.com/maps/search/?api=1&query=37.13468551635742,-80.36893463134766",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
002fda06-fb59-4c40-bbd3-1594ffac8063,R & R Diesel Truck Repair,truck_repair,Truck repair,,44.78791046142578,-95.22016143798828,POINT(-95.22016143798828 44.78791046142578),82971 County Road 6,Renville,MN,56284,+13203293106,http://www.rrdiesel.com/,randr.diesel.repair@gmail.com,{https://www.facebook.com/216200061575010},0.9199122190475464,3,"{Overture,Overture-signals,meta}",342420,U 212,U 212,142,t,"https://www.google.com/maps/search/?api=1&query=44.78791046142578,-95.22016143798828",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00322e14-a220-4c26-8349-df369be3ce59,D and D Supplies and Services,truck_repair,Truck repair,,37.63481903076172,-91.52059173583984,POINT(-91.52059173583984 37.63481903076172),1203 S Babb Ln,Salem,MO,65560-2803,+15737292777,https://d-d-supplies-and-services.business.site,,{https://www.facebook.com/1639436226096361},0.69249427318573,2,"{Overture,meta}",362925,U 63,U 63,30228,f,"https://www.google.com/maps/search/?api=1&query=37.63481903076172,-91.52059173583984",t,t,t,f,f,probable,67,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00347896-dfc5-422d-9621-515b95012f4f,Duzzy's Roadside Service LLC,truck_repair,Truck repair,,39.608680725097656,-90.28925323486328,POINT(-90.28925323486328 39.608680725097656),615 E Smokey Ln,Murrayville,IL,62668,6185351166,http://duzzysroadside.com/,,,0.9199122190475464,3,"{Microsoft,Overture,Overture-signals}",372026,I 72,I 72,7947,f,"https://www.google.com/maps/search/?api=1&query=39.608680725097656,-90.28925323486328",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
003fa3d7-0b62-44d1-92a7-c25edbb3fdd2,Diesel Edge Inc.,truck_repair,Truck repair,,39.55616760253906,-107.7557601928711,POINT(-107.7557601928711 39.55616760253906),1458 County Road 233,Rifle,CO,81650-8735,+19709893770,,dieseleddy0723@gmail.com,{https://www.facebook.com/177866465421428},0.9199122190475464,3,"{Overture,Overture-signals,meta}",91862,S 13,S 13,1608,t,"https://www.google.com/maps/search/?api=1&query=39.55616760253906,-107.7557601928711",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00465822-7302-4c4d-8d35-8827e7c7cd9d,Mat-Su Diesel Electric,truck_repair,Truck repair,,61.581031799316406,-149.4849853515625,POINT(-149.4849853515625 61.581031799316406),1300 W Nicola Ave,Wasilla,AK,99654-6243,+19073761587,,matsudieselelectric@gmail.com,{https://www.facebook.com/103021840545331},0.8806708455085754,2,"{Overture,meta}",12865,I 3,GEORGE PARKS HWY,151,t,"https://www.google.com/maps/search/?api=1&query=61.581031799316406,-149.4849853515625",t,t,t,f,f,probable,75,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
00472954-51b9-4453-bb47-c5cdfc3f7e8c,Chilton County Rest Area,emergency_roadside_service,Roadside / breakdown,,32.90684509277344,-86.63765716552734,POINT(-86.63765716552734 32.90684509277344),I-65,Chilton County,,35045,+12057551307,,,{https://www.facebook.com/191941414707723},0.70829176902771,3,"{Overture,Overture-signals,meta}",184471,I 65,I 65,97,t,"https://www.google.com/maps/search/?api=1&query=32.90684509277344,-86.63765716552734",t,f,t,f,f,probable,53,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
004a0986-603f-4314-a593-5f881812b8f9,Real Tech Auto & Truck Repair,truck_repair,Truck repair,,44.96955108642578,-122.97508239746094,POINT(-122.97508239746094 44.96955108642578),4380 Silverton Rd NE,Salem,OR,97305,5033787976,http://realtechauto.com/,,,0.9199122190475464,3,"{Microsoft,Overture,Overture-signals}",38275,I 5,PACIFIC HWY,1179,t,"https://www.google.com/maps/search/?api=1&query=44.96955108642578,-122.97508239746094",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{microsoft,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,microsoft,73,likely_open,97,80,0,{}
004b8f03-6eb9-4c30-9310-df14c3fca292,M & Y Truck Repair Services Corp.,truck_repair,Truck repair,,40.90095520019531,-74.15835571289062,POINT(-74.15835571289062 40.90095520019531),15 E Railway Ave,Paterson,NJ,07503-2513,+19733300090,https://mytruckrepairs.com/,mytruckrepairs@gmail.com,{https://www.facebook.com/906819305852677},0.2761739194393158,2,"{Overture,meta}",458351,I 80,I 80,219,t,"https://www.google.com/maps/search/?api=1&query=40.90095520019531,-74.15835571289062",t,t,t,f,f,probable,51,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,f,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
005460e5-fb6f-4e43-8a9c-9de2ddd07be1,"Semi Service, LLC",truck_repair,Truck repair,,40.433082580566406,-104.6876220703125,POINT(-104.6876220703125 40.433082580566406),113 6th ave ,Greeley,CO,80631,+19703536680,,,{https://www.facebook.com/1142060098994735},0.21993544697761536,2,"{Overture,meta}",99585,U 85,U 85,680,t,"https://www.google.com/maps/search/?api=1&query=40.433082580566406,-104.6876220703125",t,t,t,f,f,probable,48,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
0055eb92-a877-4c89-8aa7-c4132e21bcda,Puckett's Mechanical Service,truck_repair,Truck repair,,40.55292510986328,-85.66474914550781,POINT(-85.66474914550781 40.55292510986328),510 W 9th St,Marion,IN,46953-1832,+17656623839,http://www.kjrpower.com/,ptcpms@gmail.com,{https://www.facebook.com/639464039484010},0.9199122190475464,3,"{Overture,Overture-signals,meta}",10068,S 18,S 18,549,t,"https://www.google.com/maps/search/?api=1&query=40.55292510986328,-85.66474914550781",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
005a8b02-1faa-46e1-94bb-fac2a97484a6,OTS Diesel Services,truck_repair,Truck repair,,34.121700286865234,-117.26290893554688,POINT(-117.26290893554688 34.121700286865234),24822 E Base Line St,San Bernardino,CA,92410,+19096429119,,,{https://www.facebook.com/559530997235541},0.9199122190475464,3,"{Overture,Overture-signals,meta}",66951,I 215,BARSTOW FRWY,3638,t,"https://www.google.com/maps/search/?api=1&query=34.121700286865234,-117.26290893554688",t,t,t,f,f,probable,76,{single_org_source},2026-07-22 00:00:00+00,{},"{meta,overture}",1,,,,,,,,,,,,,2026-07-22 00:00:00+00,meta,73,likely_open,97,80,0,{}
