tunnel_id,name,state,geom,length_ft,min_vert_clearance_in,hazmat_restricted,hazmat_codes,rules_curated_ref,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props
01000000000000026,5th Avenue Tunnel,AL,POINT(-86.80001040019 33.5219869996583),661.0,116.4,f,"{L10=1,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 11000, ""adtt_a5"": 1100, ""toll_c4"": 0, ""OBJECTID"": 1, ""owner_c1"": 4, ""complex_s5"": 0, ""operator_c2"": 4, ""submitted_by"": ""01"", ""place_code_i5"": ""07000"", ""route_type_i9"": ""5"", ""state_code_i3"": ""01"", ""urban_code_c8"": 7786, ""year_built_a1"": 1907, ""county_code_i4"": ""073"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""5th Avenue Tunnel"", ""route_number_i7"": ""00000"", ""tunnel_shape_s2"": 2, ""border_state_i15"": """", ""detour_length_a7"": 1, ""lrs_route_id_i11"": ""IV0030220073"", ""portal_shapes_s3"": 2, ""tunnel_length_g1"": 661, ""tunnel_number_i1"": ""000000000000026"", ""lrs_mile_point_i12"": 4.653, ""nhs_designation_c5"": 0, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""03"", ""portal_latitude_i13"": 33.521987, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""5th Avenue North"", ""ground_conditions_s4"": 1, ""portal_longitude_i14"": -86.8000104, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 1, ""load_rating_method_l1"": ""0"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 0, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 2, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 0, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 2, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 4, ""roadway_width_curb_to_curb_g3"": 34.6, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1733184000000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 36, ""min_vert_clearance_over_tunnel_"": 9.7, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 48, ""routine_inspection_target_date_"": 1481760000000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2014}"
01000000000002370,Bankhead Tunnel,AL,POINT(-88.0403666596021 30.6902833302128),3109.0,144.0,t,"{L10=1,L11=1,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 17430, ""adtt_a5"": 0, ""toll_c4"": 0, ""OBJECTID"": 2, ""owner_c1"": 1, ""complex_s5"": 1, ""operator_c2"": 1, ""submitted_by"": ""01"", ""place_code_i5"": ""50000"", ""route_type_i9"": ""2"", ""state_code_i3"": ""01"", ""urban_code_c8"": 57925, ""year_built_a1"": 1940, ""county_code_i4"": ""097"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Bankhead Tunnel"", ""route_number_i7"": ""00098"", ""tunnel_shape_s2"": 4, ""border_state_i15"": """", ""detour_length_a7"": 1, ""lrs_route_id_i11"": ""AL0000420000"", ""portal_shapes_s3"": 3, ""tunnel_length_g1"": 3109, ""tunnel_number_i1"": ""000000000002370"", ""lrs_mile_point_i12"": 27.293, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""09"", ""portal_latitude_i13"": 30.69028333, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""US Highway 98"", ""ground_conditions_s4"": 1, ""portal_longitude_i14"": -88.04036666, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 1, ""load_rating_method_l1"": ""1"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 0, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 2, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 0, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 2, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 1, ""functional_classification_c7"": 4, ""roadway_width_curb_to_curb_g3"": 21, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1690156800000, ""hazardous_material_restriction_"": 1, ""inventory_load_rating_factor_l2"": 21.42, ""min_vert_clearance_over_tunnel_"": 12, ""navigable_waterway_clearance_n2"": 40, ""operating_load_rating_factor_l3"": 36, ""routine_inspection_target_date_"": 1494806400000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2016}"
01000000000010851,Wallace Tunnel,AL,POINT(-88.0401333302918 30.6887888799331),3000.0,194.4,t,"{L10=0,L11=1,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 75320, ""adtt_a5"": 11298, ""toll_c4"": 0, ""OBJECTID"": 3, ""owner_c1"": 1, ""complex_s5"": 1, ""operator_c2"": 1, ""submitted_by"": ""01"", ""place_code_i5"": ""50000"", ""route_type_i9"": ""1"", ""state_code_i3"": ""01"", ""urban_code_c8"": 57925, ""year_built_a1"": 1973, ""county_code_i4"": ""097"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Wallace Tunnel"", ""route_number_i7"": ""00010"", ""tunnel_shape_s2"": 4, ""border_state_i15"": """", ""detour_length_a7"": 1, ""lrs_route_id_i11"": ""IN0000100000"", ""portal_shapes_s3"": 4, ""tunnel_length_g1"": 3000, ""tunnel_number_i1"": ""000000000010851"", ""lrs_mile_point_i12"": 26.921, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 2, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""09"", ""portal_latitude_i13"": 30.68878888, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""Interstate 10"", ""ground_conditions_s4"": 1, ""portal_longitude_i14"": -88.04013333, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 1, ""load_rating_method_l1"": ""1"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 0, ""in_depth_inspection_d4"": 1, ""left_sidewalk_width_g4"": 2.5, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 2, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 2, ""strahnet_designation_c6"": 1, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 4, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 1, ""functional_classification_c7"": 1, ""roadway_width_curb_to_curb_g3"": 25.9, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1687219200000, ""hazardous_material_restriction_"": 1, ""inventory_load_rating_factor_l2"": 35.57, ""min_vert_clearance_over_tunnel_"": 16.2, ""navigable_waterway_clearance_n2"": 40, ""operating_load_rating_factor_l3"": 59.4, ""routine_inspection_target_date_"": 1502755200000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2016}"
01000000000014274,Palisades Drive Tunnel,AL,POINT(-86.8158600001785 33.471137000207),405.0,230.4,f,"{L10=0,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 4000, ""adtt_a5"": 200, ""toll_c4"": 0, ""OBJECTID"": 4, ""owner_c1"": 4, ""complex_s5"": 0, ""operator_c2"": 4, ""submitted_by"": ""01"", ""place_code_i5"": ""07000"", ""route_type_i9"": ""5"", ""state_code_i3"": ""01"", ""urban_code_c8"": 7786, ""year_built_a1"": 1987, ""county_code_i4"": ""073"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Palisades Drive Tunnel"", ""route_number_i7"": ""00000"", ""tunnel_shape_s2"": 1, ""border_state_i15"": """", ""detour_length_a7"": 1, ""lrs_route_id_i11"": ""IV0002690073"", ""portal_shapes_s3"": 1, ""tunnel_length_g1"": 405, ""tunnel_number_i1"": ""000000000014274"", ""lrs_mile_point_i12"": 0.06, ""nhs_designation_c5"": 0, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""4"", ""highway_district_i6"": ""03"", ""portal_latitude_i13"": 33.471137, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""Palisades Drive"", ""ground_conditions_s4"": 1, ""portal_longitude_i14"": -86.81586, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 3, ""load_rating_method_l1"": ""3"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 0, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 6.1, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 1, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 6.7, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 1, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 4, ""roadway_width_curb_to_curb_g3"": 14, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1730937600000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 98, ""min_vert_clearance_over_tunnel_"": 19.2, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 98, ""routine_inspection_target_date_"": 1476662400000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2014}"
021130,Water Street Tunnel,AK,POINT(-131.649399999641 55.3432500001974),275.0,170.4,f,"{L10=1,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 5985, ""adtt_a5"": 644, ""toll_c4"": 0, ""OBJECTID"": 5, ""owner_c1"": 1, ""complex_s5"": 0, ""operator_c2"": 1, ""submitted_by"": ""02"", ""place_code_i5"": ""38970"", ""route_type_i9"": ""3"", ""state_code_i3"": ""02"", ""urban_code_c8"": 99998, ""year_built_a1"": 1954, ""county_code_i4"": ""130"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Water Street Tunnel"", ""route_number_i7"": ""00000"", ""tunnel_shape_s2"": 2, ""border_state_i15"": """", ""detour_length_a7"": 2, ""lrs_route_id_i11"": ""4041057X000"", ""portal_shapes_s3"": 2, ""tunnel_length_g1"": 275, ""tunnel_number_i1"": ""1130"", ""lrs_mile_point_i12"": 0.038, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""1"", ""highway_district_i6"": ""03"", ""portal_latitude_i13"": 55.34325, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""Water Street"", ""ground_conditions_s4"": 2, ""portal_longitude_i14"": -131.6494, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 3, ""load_rating_method_l1"": ""N"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 2, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 1, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 6, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 1, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 4, ""roadway_width_curb_to_curb_g3"": 22, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1681257600000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 0, ""min_vert_clearance_over_tunnel_"": 14.2, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 0, ""routine_inspection_target_date_"": 1493510400000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2019}"
021963,Portage Creek Tunnel,AK,POINT(-148.838990000134 60.7856599999089),445.0,206.4,f,"{L10=0,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 1056, ""adtt_a5"": 9, ""toll_c4"": 0, ""OBJECTID"": 6, ""owner_c1"": 1, ""complex_s5"": 0, ""operator_c2"": 1, ""submitted_by"": ""02"", ""place_code_i5"": ""03000"", ""route_type_i9"": ""3"", ""state_code_i3"": ""02"", ""urban_code_c8"": 99999, ""year_built_a1"": 1998, ""county_code_i4"": ""020"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Portage Creek Tunnel"", ""route_number_i7"": ""00000"", ""tunnel_shape_s2"": 2, ""border_state_i15"": """", ""detour_length_a7"": 999, ""lrs_route_id_i11"": ""1021017X000"", ""portal_shapes_s3"": 2, ""tunnel_length_g1"": 445, ""tunnel_number_i1"": ""1963"", ""lrs_mile_point_i12"": 0.335, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""01"", ""portal_latitude_i13"": 60.78566, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""Whittier Access Road"", ""ground_conditions_s4"": 2, ""portal_longitude_i14"": -148.83899, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 1, ""load_rating_method_l1"": ""N"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 2001, ""height_restriction_l10"": 0, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 2, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 2, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 2, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 2, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 4, ""roadway_width_curb_to_curb_g3"": 39.4, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1680912000000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 0, ""min_vert_clearance_over_tunnel_"": 17.2, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 0, ""routine_inspection_target_date_"": 1493510400000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2019}"
022038,Anton Anderson Memorial Tunnel,AK,POINT(-148.768439999913 60.783209999809),13300.0,178.8,t,"{L10=1,L11=1,L12=1}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 1056, ""adtt_a5"": 9, ""toll_c4"": 1, ""OBJECTID"": 7, ""owner_c1"": 27, ""complex_s5"": 1, ""operator_c2"": 1, ""submitted_by"": ""02"", ""place_code_i5"": ""03000"", ""route_type_i9"": ""3"", ""state_code_i3"": ""02"", ""urban_code_c8"": 99999, ""year_built_a1"": 2000, ""county_code_i4"": ""020"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Anton Anderson Memorial Tunnel"", ""route_number_i7"": ""00000"", ""tunnel_shape_s2"": 2, ""border_state_i15"": """", ""detour_length_a7"": 999, ""lrs_route_id_i11"": ""1021017X000"", ""portal_shapes_s3"": 5, ""tunnel_length_g1"": 13300, ""tunnel_number_i1"": ""2038"", ""lrs_mile_point_i12"": 2.948, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""01"", ""portal_latitude_i13"": 60.78321, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""Whittier Access Road"", ""ground_conditions_s4"": 2, ""portal_longitude_i14"": -148.76844, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 2, ""load_rating_method_l1"": ""N"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 2019, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 3.1, ""other_restrictions_l12"": 1, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 4, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 1.6, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 1, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 4, ""roadway_width_curb_to_curb_g3"": 11.5, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1680652800000, ""hazardous_material_restriction_"": 1, ""inventory_load_rating_factor_l2"": 0, ""min_vert_clearance_over_tunnel_"": 14.9, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 0, ""routine_inspection_target_date_"": 1493510400000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2019}"
024076,Lewis Reef Road Tunnel,AK,POINT(-131.699166999656 55.3472219997498),680.0,170.4,f,"{L10=1,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 51, ""adtt_a5"": 1, ""toll_c4"": 0, ""OBJECTID"": 8, ""owner_c1"": 1, ""complex_s5"": 0, ""operator_c2"": 1, ""submitted_by"": ""02"", ""place_code_i5"": ""38970"", ""route_type_i9"": ""4"", ""state_code_i3"": ""02"", ""urban_code_c8"": 99998, ""year_built_a1"": 2008, ""county_code_i4"": ""130"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Lewis Reef Road Tunnel"", ""route_number_i7"": ""00000"", ""tunnel_shape_s2"": 1, ""border_state_i15"": """", ""detour_length_a7"": 999, ""lrs_route_id_i11"": ""4041063X000"", ""portal_shapes_s3"": 1, ""tunnel_length_g1"": 680, ""tunnel_number_i1"": ""4076"", ""lrs_mile_point_i12"": 1.024, ""nhs_designation_c5"": 0, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""03"", ""portal_latitude_i13"": 55.347222, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""Lewis Reef Road"", ""ground_conditions_s4"": 1, ""portal_longitude_i14"": -131.699167, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 3, ""load_rating_method_l1"": ""N"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 5.1, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 0, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 0, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 2, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 7, ""roadway_width_curb_to_curb_g3"": 25, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1681344000000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 0, ""min_vert_clearance_over_tunnel_"": 14.2, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 0, ""routine_inspection_target_date_"": 1619740800000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2019}"
0400407,Queen Creek Tunnel,AZ,POINT(-111.083517000306 33.3043529997531),1217.0,188.4,f,"{L10=1,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 8079, ""adtt_a5"": 809, ""toll_c4"": 0, ""OBJECTID"": 9, ""owner_c1"": 1, ""complex_s5"": 0, ""operator_c2"": 1, ""submitted_by"": ""04"", ""place_code_i5"": ""00000"", ""route_type_i9"": ""2"", ""state_code_i3"": ""04"", ""urban_code_c8"": 99999, ""year_built_a1"": 1952, ""county_code_i4"": ""021"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Queen Creek Tunnel"", ""route_number_i7"": ""00060"", ""tunnel_shape_s2"": 2, ""border_state_i15"": """", ""detour_length_a7"": 37, ""lrs_route_id_i11"": """", ""portal_shapes_s3"": 2, ""tunnel_length_g1"": 1217, ""tunnel_number_i1"": ""00407"", ""lrs_mile_point_i12"": 0, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""84"", ""portal_latitude_i13"": 33.304353, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""US 60 - Queen Creek Tunnel"", ""ground_conditions_s4"": 2, ""portal_longitude_i14"": -111.083517, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 1, ""load_rating_method_l1"": ""N"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 1.7, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 2, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 1.7, ""strahnet_designation_c6"": 1, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 3, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 3, ""roadway_width_curb_to_curb_g3"": 38.3, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1697760000000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 0, ""min_vert_clearance_over_tunnel_"": 15.7, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 0, ""routine_inspection_target_date_"": 1502064000000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2022}"
0400538,Mule Pass Tunnel,AZ,POINT(-109.943699999745 31.4594000000187),1400.0,171.6,f,"{L10=1,L11=0,L12=0}",,nti_tunnels,211,2026-07-22 09:46:38.334894+00,2025-01-01 00:00:00+00,75,95,47,100,50,{},"{""year"": 2025, ""adt_a4"": 5306, ""adtt_a5"": 473, ""toll_c4"": 0, ""OBJECTID"": 10, ""owner_c1"": 1, ""complex_s5"": 0, ""operator_c2"": 1, ""submitted_by"": ""04"", ""place_code_i5"": ""06260"", ""route_type_i9"": ""3"", ""state_code_i3"": ""04"", ""urban_code_c8"": 99998, ""year_built_a1"": 1958, ""county_code_i4"": ""003"", ""federal_agency"": ""N"", ""tunnel_name_i2"": ""Mule Pass Tunnel"", ""route_number_i7"": ""00080"", ""tunnel_shape_s2"": 2, ""border_state_i15"": """", ""detour_length_a7"": 33, ""lrs_route_id_i11"": """", ""portal_shapes_s3"": 2, ""tunnel_length_g1"": 1400, ""tunnel_number_i1"": ""00538"", ""lrs_mile_point_i12"": 0, ""nhs_designation_c5"": 1, ""number_of_bores_s1"": 1, ""route_direction_i8"": ""0"", ""highway_district_i6"": ""84"", ""portal_latitude_i13"": 31.4594, ""damage_inspection_d5"": 0, ""facility_carried_i10"": ""US 80 - Mule Pass Tunnel"", ""ground_conditions_s4"": 2, ""portal_longitude_i14"": -109.9437, ""posting_load_axle_l6"": 0, ""service_in_tunnel_a8"": 1, ""load_rating_method_l1"": ""N"", ""posting_load_gross_l5"": 0, ""special_inspection_d6"": 0, ""year_rehabilitated_a2"": 0, ""height_restriction_l10"": 1, ""in_depth_inspection_d4"": 0, ""left_sidewalk_width_g4"": 2, ""other_restrictions_l12"": 0, ""posting_load_type_3_l7"": 0, ""direction_of_traffic_c3"": 2, ""posting_load_type_33_l9"": 0, ""right_sidewalk_width_g5"": 2, ""strahnet_designation_c6"": 0, ""border_tunnel_number_i17"": """", ""posting_load_type_3S2_l8"": 0, ""total_number_of_lanes_a3"": 2, ""border_financial_resp_i16"": 0, ""border_inspection_resp_i18"": """", ""under_navigable_waterway_n1"": 0, ""functional_classification_c7"": 3, ""roadway_width_curb_to_curb_g3"": 38, ""tunnel_load_posting_status_l4"": ""A"", ""routine_inspection_interval_d3"": 24, ""actual_routine_inspection_date_"": 1697414400000, ""hazardous_material_restriction_"": 0, ""inventory_load_rating_factor_l2"": 0, ""min_vert_clearance_over_tunnel_"": 14.3, ""navigable_waterway_clearance_n2"": 0, ""operating_load_rating_factor_l3"": 0, ""routine_inspection_target_date_"": 1502409600000, ""tunnel_or_portal_island_protect"": 0, ""year_of_average_daily_traffic_a"": 2021}"
