way_id,highway,name,ref,maxheight_in,maxweight_lb,hgv,geom,source_id,run_id,ingested_at,observed_at,confidence,conf_trust,conf_fresh,conf_complete,conf_agree,flags,props,oneway,maxlength_in,maxwidth_in,bridge,tunnel
11749631,residential,Riverwalk,,,,,"LINESTRING(-75.476596 39.724949,-75.47653 39.72512,-75.476482 39.725228)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Riverwalk"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Riverwalk"", ""tiger:zip_right"": ""08069""}",,,,,
11749777,residential,West Union Street,,,,,"LINESTRING(-75.4663596 39.7341891,-75.4655514 39.7337121)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""West Union Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Union"", ""tiger:name_type"": ""St"", ""tiger:zip_right"": ""08069"", ""tiger:name_direction_prefix"": ""W""}",,,,,
11749877,service,,,,,,"LINESTRING(-75.5053982 39.6966021,-75.5047488 39.6956891,-75.5041461 39.6947898)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11749885,service,,,,,,"LINESTRING(-75.4926335 39.7078711,-75.4935505 39.7062322,-75.4945424 39.7044595,-75.4947597 39.7040497,-75.4948227 39.7038879,-75.494921 39.703457,-75.4951 39.7030732,-75.4954774 39.7019027,-75.4956872 39.7014113,-75.4958755 39.7010527)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11750247,residential,,,,,,"LINESTRING(-75.510038 39.670478,-75.5095481 39.6702262)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:tlid"": ""174419086"", ""tiger:county"": ""Salem, NJ"", ""tiger:source"": ""tiger_import_dch_v0.6_20070828"", ""tiger:reviewed"": ""no"", ""tiger:separated"": ""no"", ""tiger:upload_uuid"": ""bulk_upload.pl-91d7c84f-d1bf-49fc-be0b-0ceb40d5b641""}",,,,,
11750273,service,,,,,,"LINESTRING(-75.4895621 39.691882,-75.4919358 39.6934759,-75.4925876 39.6939184,-75.4931131 39.694208,-75.4937119 39.6946058,-75.4937215 39.6946119,-75.4937589 39.6946366,-75.4937905 39.6946582,-75.4938753 39.6947139,-75.4951252 39.6955437,-75.4953407 39.6957154,-75.4961139 39.6963312,-75.4963526 39.6964973,-75.4966391 39.6966968,-75.4970808 39.6970213,-75.4985642 39.6981114,-75.498647 39.6981723,-75.4986921 39.6982054,-75.4989137 39.6983682,-75.4993419 39.6986829)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11750308,service,,,,,,"LINESTRING(-75.5055855 39.6908482,-75.5055895 39.6907841,-75.5055041 39.6907122,-75.5055193 39.6904579,-75.5055377 39.6900048,-75.5055453 39.6897086,-75.505516 39.6889298,-75.5055503 39.6879634,-75.5055228 39.6878649,-75.5053936 39.6876567,-75.5051734 39.6873923,-75.5049267 39.6872705,-75.5048073 39.6871192,-75.5047926 39.6867454,-75.5048095 39.6860795)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11750349,service,,,,,,"LINESTRING(-75.4762255 39.7153207,-75.476335 39.715138,-75.476425 39.715035,-75.476537 39.714899,-75.476666 39.714727,-75.476827 39.714589,-75.476938 39.714452,-75.477079 39.714348,-75.4771225 39.7143261)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11750537,service,,,,,,"LINESTRING(-75.5006424 39.6855063,-75.5018168 39.6856934,-75.5027358 39.6858401,-75.503579 39.685973,-75.5048095 39.6860795,-75.5050404 39.6860965,-75.5051354 39.6861032,-75.5052894 39.686114,-75.5058233 39.6861514,-75.5069087 39.6863229,-75.5071129 39.6863728,-75.5072683 39.686465,-75.5076239 39.6866761,-75.5076828 39.6867192,-75.5080356 39.6869776,-75.5082424 39.6871211,-75.5084412 39.6872488,-75.5086762 39.6874269,-75.5087054 39.6874491,-75.5088524 39.6875828,-75.5088728 39.6888463,-75.5088811 39.6893621,-75.5088318 39.6895553,-75.5087376 39.6896549,-75.5087178 39.6917565)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11750775,service,,,,,,"LINESTRING(-75.5087376 39.6896549,-75.5068272 39.6896831,-75.5060037 39.6896952,-75.5058863 39.6896985,-75.5055453 39.6897086)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11751140,service,,,,,,"LINESTRING(-75.5073694 39.6962199,-75.5071231 39.6960923,-75.5068832 39.6959972,-75.5067236 39.6960377,-75.506428 39.696162,-75.5062859 39.6962289,-75.5060873 39.6963362,-75.5059597 39.6963816,-75.5057753 39.6964596,-75.5053982 39.6966021,-75.5036255 39.6973297,-75.5034202 39.6971545,-75.5033091 39.6970194)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ""}",,,,,
11751320,residential,Spruce Street,,,,,"LINESTRING(-75.474232 39.72772,-75.474612 39.727027,-75.474763 39.726764,-75.474938 39.72643,-75.475168 39.725921,-75.47528 39.725657,-75.475608 39.724897)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Spruce Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Spruce"", ""tiger:name_type"": ""St"", ""tiger:zip_right"": ""08069""}",,,,,
11751382,residential,Simpkins Place,,,,,"LINESTRING(-75.474061 39.730886,-75.474128 39.730815,-75.4744467 39.7304636)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Simpkins Place"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""New"", ""tiger:name_type"": ""St"", ""tiger:zip_right"": ""08069"", ""tiger:name_direction_prefix"": ""S""}",,,,,
11751468,residential,Yerkes Lane,,,,,"LINESTRING(-75.521689 39.550316,-75.521799 39.550308,-75.521956 39.550316,-75.522014 39.550325,-75.522162 39.550386,-75.522243 39.550428,-75.522321 39.550503,-75.522393 39.55065,-75.522404 39.550726,-75.522398 39.550757)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Yerkes Lane"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:name_base"": ""Yerkes"", ""tiger:name_type"": ""Ln""}",,,,,
11751491,residential,Annapolis Road,,,,,"LINESTRING(-75.530362 39.649617,-75.528876 39.648715,-75.527536 39.647899,-75.527104 39.647638,-75.526859 39.64749,-75.526192 39.647086,-75.525525 39.646684,-75.524849 39.646281,-75.524181 39.645872,-75.52384 39.645664,-75.522844 39.645061,-75.522167 39.644661)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Annapolis Road"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Annapolis"", ""tiger:name_type"": ""Rd""}",,,,,
11751546,residential,Sanford Road,,,,,"LINESTRING(-75.5438028 39.6426646,-75.542018 39.641599,-75.541397 39.641226,-75.540906 39.640931,-75.540433 39.640647,-75.539999 39.640386,-75.539334 39.63998,-75.538318 39.639368,-75.537983 39.639166,-75.536645 39.638358,-75.535976 39.637954,-75.535296 39.637546,-75.534956 39.637342,-75.534629 39.637144,-75.533948 39.636733,-75.533283 39.63633,-75.532617 39.635926,-75.5319501 39.6355251,-75.53194 39.635519,-75.531603 39.635315,-75.531279 39.635121,-75.530604 39.63471,-75.529927 39.634301,-75.528589 39.633493,-75.528244 39.633285,-75.527913 39.633085,-75.527574 39.632879)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Sanford Road"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Sanford"", ""tiger:name_type"": ""Rd"", ""tiger:zip_right"": ""08070""}",,,,,
11751561,residential,Georgia Road,,,,,"LINESTRING(-75.534103 39.646861,-75.532021 39.645598,-75.528667 39.643566,-75.527924 39.643122,-75.526991 39.642556,-75.525309 39.641544,-75.524474 39.641045,-75.523631 39.640528,-75.521955 39.639517,-75.520279 39.638506,-75.518196 39.63724)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Georgia Road"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Georgia"", ""tiger:name_type"": ""Rd"", ""tiger:zip_right"": ""08070""}",,,,,
11751562,residential,Bender Drive,,,,,"LINESTRING(-75.518054 39.55517,-75.518085 39.555212,-75.518102 39.555295,-75.518056 39.555524,-75.518049 39.555665,-75.518032 39.555779,-75.518012 39.555875,-75.517731 39.556249,-75.517662 39.556381,-75.517624 39.556498)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Bender Drive"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08079"", ""tiger:name_base"": ""Bender"", ""tiger:name_type"": ""Dr"", ""tiger:zip_right"": ""08079""}",,,,,
11751615,residential,Hoover Street,,,,,"LINESTRING(-75.474659 39.718325,-75.474681 39.718323,-75.474718 39.718309,-75.474757 39.718287,-75.474827 39.718284,-75.474943 39.718288,-75.475184 39.718286,-75.475333 39.718294,-75.4753659 39.7183047,-75.475376 39.718308,-75.47541 39.718326,-75.47545 39.718383,-75.475484 39.718399,-75.475833 39.718502,-75.475941 39.718539,-75.476091 39.718577)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Hoover Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:name_base"": ""Hoover"", ""tiger:name_type"": ""St""}",,,,,
11751768,residential,Madole Place,,,,,"LINESTRING(-75.47329 39.7218029,-75.4725142 39.7218014,-75.471786 39.7218554,-75.4712608 39.7221284)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Madole Place"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Madole"", ""tiger:name_type"": ""Pl""}",,,,,
11751791,residential,Mill Street,,,,,"LINESTRING(-75.473761 39.730754,-75.473956 39.730465,-75.474101 39.73022,-75.474224 39.730029,-75.474266 39.7299476,-75.474374 39.729738,-75.474476 39.729558,-75.474671 39.729263,-75.474694 39.729228,-75.474723 39.729168,-75.4748232 39.7288551,-75.474854 39.728759,-75.47492 39.728586,-75.4749463 39.7285072,-75.474977 39.728415,-75.475115 39.728064)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Mill Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Mill"", ""tiger:name_type"": ""St"", ""tiger:zip_right"": ""08069""}",,,,,
11751816,residential,Bay Street,,,,,"LINESTRING(-75.47512 39.716565,-75.475068 39.716579,-75.475026 39.716582,-75.47497 39.71658,-75.47491 39.716564,-75.474589 39.716438,-75.474073 39.716231,-75.47368 39.716073,-75.473558 39.71602,-75.47305 39.715816,-75.472543 39.715611,-75.472024 39.715402,-75.471529 39.715201,-75.471218 39.715076,-75.471161 39.715063,-75.471103 39.715057,-75.471018 39.715055,-75.470849 39.71506)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Bay Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Bay"", ""tiger:name_type"": ""St""}",,,,,
11751817,residential,Bay Street,,,,,"LINESTRING(-75.475841 39.721291,-75.476296 39.721726)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Bay Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Bay"", ""tiger:name_type"": ""St"", ""tiger:zip_right"": ""08069""}",,,,,
11751819,residential,Sack Avenue,,,,,"LINESTRING(-75.473 39.728209,-75.471764 39.727726,-75.470077 39.727051)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Sack Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Sack"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08069""}",,,,,
11751870,residential,Cedar Road,,,,,"LINESTRING(-75.47528 39.725657,-75.474503 39.725359)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Cedar Road"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Cedar"", ""tiger:name_type"": ""Rd"", ""tiger:zip_right"": ""08069"", ""tiger:zip_left_1"": ""08069""}",,,,,
11752104,residential,Denny Avenue,,,,,"LINESTRING(-75.473097 39.734791,-75.471905 39.734137,-75.470807 39.733544)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Denny Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Denny"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08069""}",,,,,
11752108,residential,Morris Avenue,,,,,"LINESTRING(-75.471314 39.735323,-75.47108 39.735544,-75.470711 39.735902,-75.470425 39.73619,-75.470337 39.736279,-75.4695 39.737192)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Morris Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Morris"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08069""}",,,,,
11752117,residential,6th Avenue,,,,,"LINESTRING(-75.4687575 39.7417291,-75.467937 39.741265)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""6th Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""6th"", ""tiger:name_type"": ""Ave""}",,,,,
11752122,tertiary,6th Avenue,CR 675,,,,"LINESTRING(-75.468077 39.741271,-75.468012 39.741278,-75.467937 39.741265,-75.46787 39.741232,-75.467498 39.741021,-75.465116 39.739711,-75.463757 39.738964,-75.462397 39.738212)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""ref"": ""CR 675"", ""name"": ""6th Avenue"", ""highway"": ""tertiary"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""6th"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08069""}",,,,,
11752146,residential,West Main Street,,,,,"LINESTRING(-75.4757577 39.7335777,-75.4752523 39.7334147)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""West Main Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Main"", ""tiger:name_type"": ""St"", ""tiger:name_direction_prefix"": ""W""}",,,,,
11752148,residential,Benson Avenue,,,,,"LINESTRING(-75.512559 39.66961,-75.510565 39.668371,-75.509407 39.667645,-75.508834 39.667292,-75.508484 39.667071,-75.5077548 39.6666788,-75.50764 39.666617)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Benson Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Benson"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08070""}",,,,,
11752153,residential,Summerill Avenue,,,,,"LINESTRING(-75.474058 39.719684,-75.47443 39.720028,-75.474654 39.720227,-75.475508 39.720985)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Summerill Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Summerill"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08069""}",,,,,
11752174,residential,Starks Place,,,,,"LINESTRING(-75.4727199 39.7321635,-75.4730772 39.7317452)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Starks Place"", ""access"": ""private"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:name_base"": ""Starks"", ""tiger:name_type"": ""Pl""}",,,,,
11752358,residential,Country Club Road,,,,,"LINESTRING(-75.511012 39.555715,-75.5149636 39.5583976,-75.515991 39.559095)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Country Club Road"", ""name_1"": ""Salem Country Club Road"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08079"", ""tiger:name_base"": ""Country Club"", ""tiger:name_type"": ""Rd"", ""tiger:zip_right"": ""08079"", ""tiger:name_base_1"": ""Salem Country Club"", ""tiger:name_type_1"": ""Rd""}",,,,,
11752473,residential,Naylor Avenue,,,,,"LINESTRING(-75.470719 39.731098,-75.470903 39.730908,-75.471422 39.73033,-75.471799 39.729902,-75.472035 39.729566,-75.472609 39.728779,-75.473 39.728209,-75.473521 39.727441)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Naylor Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Naylor"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08069""}",,,,,
11752475,residential,G Street,,,,,"LINESTRING(-75.47177 39.718239,-75.471826 39.718186,-75.471964 39.718039,-75.472412 39.717583,-75.472494 39.717511,-75.47272 39.717246,-75.472784 39.717164,-75.473057 39.716771,-75.473207 39.716555,-75.473307 39.716402,-75.473558 39.71602,-75.474522 39.714618,-75.474652 39.714399,-75.474894 39.714038,-75.475179 39.713626)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""G Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:name_base"": ""G"", ""tiger:name_type"": ""St""}",,,,,
11752499,residential,Dartmouth Road,,,,,"LINESTRING(-75.527097 39.645129,-75.527672 39.64549,-75.528367 39.645896,-75.528775 39.646141,-75.530357 39.647091,-75.530449 39.647157,-75.531679 39.647892,-75.532238 39.648234)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Dartmouth Road"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Dartmouth"", ""tiger:name_type"": ""Rd"", ""tiger:zip_right"": ""08070""}",,,,,
11752514,residential,Borden Drive,,,,,"LINESTRING(-75.470755 39.739549,-75.4709183 39.7394542,-75.471013 39.7394251,-75.4711149 39.7394045,-75.4712007 39.7394086,-75.4713217 39.7394171)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Borden Drive"", ""access"": ""private"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Borden"", ""tiger:name_type"": ""Dr""}",,,,,
11752570,service,Magnolia Street,,,,,"LINESTRING(-75.475036 39.717116,-75.475031 39.717107,-75.475013 39.717094,-75.474592 39.716916,-75.473796 39.716604,-75.473307 39.716402,-75.4723692 39.7160417,-75.4723382 39.7160139,-75.4723221 39.7159727,-75.472347 39.715892)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Magnolia Street"", ""access"": ""private"", ""highway"": ""service"", ""tiger:cfcc"": ""A74"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:name_base"": ""Magnolia"", ""tiger:name_type"": ""St""}",,,,,
11752572,residential,Riverview Drive,,,,,"LINESTRING(-75.5152528 39.553714,-75.5153917 39.5537869,-75.517581 39.554951)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Riverview Drive"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08079"", ""tiger:name_base"": ""Riverview"", ""tiger:name_type"": ""Dr"", ""tiger:zip_right"": ""08079""}",,,,,
11752771,residential,East Griffith Street,,,,,"LINESTRING(-75.461844 39.729355,-75.4619742 39.7294215,-75.462028 39.729449,-75.4623775 39.7296462,-75.462448 39.729686,-75.462575 39.729747,-75.463357 39.730053,-75.464539 39.730542,-75.464971 39.730714,-75.4655788 39.7309613,-75.465959 39.731116,-75.465981 39.7311248,-75.4662359 39.7312264,-75.467017 39.731538)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""East Griffith Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08069"", ""tiger:name_base"": ""Griffith"", ""tiger:name_type"": ""St"", ""tiger:zip_right"": ""08069"", ""tiger:name_direction_prefix"": ""E""}",,,,,
11752792,residential,Oak Street,,,,,"LINESTRING(-75.4737753 39.7327178,-75.4745436 39.7317167)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Oak Street"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:name_base"": ""Oak"", ""tiger:name_type"": ""St""}",,,,,
11752846,residential,Brandriff Avenue,,,,,"LINESTRING(-75.514493 39.660283,-75.5145942 39.6603586,-75.51531 39.660893,-75.515524 39.661048,-75.516051 39.661428,-75.516906 39.66208,-75.518252 39.663077)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Brandriff Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Brandriff"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08070""}",,,,,
11752916,residential,Lakeview Avenue,,,,,"LINESTRING(-75.519762 39.662009,-75.5192878 39.6616535,-75.518915 39.661374,-75.51611 39.659298,-75.5160073 39.6592183,-75.515909 39.659142)",osm_ways,7887,2026-08-17 09:08:42.747958+00,2026-07-26 20:21:05+00,,,,,,{},"{""name"": ""Lakeview Avenue"", ""highway"": ""residential"", ""tiger:cfcc"": ""A41"", ""tiger:county"": ""Salem, NJ"", ""tiger:reviewed"": ""no"", ""tiger:zip_left"": ""08070"", ""tiger:name_base"": ""Lakeview"", ""tiger:name_type"": ""Ave"", ""tiger:zip_right"": ""08070""}",,,,,
